,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1169,Darby,5,"Product: SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQU-064G-AFFP-ARating: 5/5 (Excellent)People buy MicroSD cards with 4 primary criteria in mind: (1) Storage Capacity, (2) Price, (3) Reliability/Compatibility/Availability, and (4) Speed.  When I bought the u64 back in Feb 2013 (not long after its release) it was the largest and fastest MicroSD available at the time, and it weighed in at a good price and backed up by SanDisk reputation.For me, and my Galaxy S3 {SCH-i535, currently with Android 4.3} this card has been a delightful slam dunk on all four counts.  I was reminded of this today when I slammed 30+gb of MP3's from my PC onto my S3's card.  The card handled the massive data dump with grace and aplomb, and I'm now able to use my phone to wirelessly stream my entire music library to my new bluetooth-compatible bookshelf stereo.Color me very satisfied.",01-02-2014,310,0,0,0,0,0,0
1170,Dare to satisfy me,5,What can I say about it works as promised and just what I needed for my new cell phone  what more do you need,06-11-2013,397,0,0,0,0,0,0
1171,Darian K Chun,5,love it.  Had no problems.  I have no snags or hiccups when trying to access any data or writing data on my phone.,02-03-2014,281,0,0,0,0,0,0
1172,DaRkTrAzZ,5,"have had no problems with it, access times are actually a bit slower then in phone memory. but read is pretty good.",05-01-2013,702,0,0,0,0,0,0
1173,Darrell,3,"I've had the item 12 months. I've always had minor problems. It just recently started freezing and rebooting my devices. 2 GS3's, currently S4. SanDisk is sending me a new one.",17-12-2013,356,0,0,0,0,0,0
1174,Darrell Tony Brown Jr,5,"This card is exactly what it seems to be. It's large, it's fast, and it's priced well. Not much more you could ask for.",13-01-2014,329,0,0,0,0,0,0
1175,Darren,5,"I put this in my hp envy x2 to extend storage, stays inside unit all the time. Works as a hard drive. It works as advertised",03-12-2014,5,0,0,0,0,0,0
1176,darren,1,"i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies/music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.",30-08-2013,465,1,0,1,1,1,0.206549314
1177,Darren S Dale,5,"I purchased two of these microSDXC cards when they were on sale around Black Friday, and have been using them now for just about two months. They work wonderfully and I have had absolutely no problems with either. These SanDisk memory cards are 64 GB microSDXC class 10, UHS-1 cards, which are rated for transfer speeds up to 30MB/sec.The UHS class 1 designation is intended as an performance measure that indicates the card is capable of supporting real-time full HD video recording. Of course, this only works if you are using a device which is capable of writing to the card at those speeds, but most modern devices that offer full HD recording, such as camcorders, digital SLR cameras, and cell phones with built in Full HD recording do support this standard. The benefit of using a UHS-1 card on a UHS certified device is that you should not encounter the problem of buffering or your device stopping recording because it could not write fast enough.However, because these are extra high capacity, sdXC cards, you will need to make sure that your device can support microSDXC cards, and not simply microSD or microSDHC ones. The biggest difference is that the microSDXC standard uses the exFAT file system, rather than the FAT32 or NTFS systems. While most modern Android devices (and in fact most linux/unix devices) can handle that without difficulty some devices, such as older cameras, Android devices, and some Windows devices, may have difficulty with the format.Having said that, I've been using these in Nikon D80 & D7000 digital SLR cameras, as well as Samsung Galaxy S3 and Galaxy S Relay 4G phones without any difficulty, and they read & write fine on my computers. All in all these were a great buy and I'm very happy with them.",23-01-2014,319,0,0,0,0,0,0
1178,Darthvagrant,5,"Packaging very secure, product is absolutely legitimate Sandisk card.29.7 GB available storage.[Normal for 32GB card] Amazon comes through again!Speed unknown, works fine in all my **stuff**..Addenda 9-19-13: Two received and working perfectly. The loss of 2.3 GB(32 to 29.7)explained by the data added when formatting the chip.  Seemsto be a legitimate 10 speed. VERY good MicroSDHC! The best!",09-07-2013,517,0,0,0,0,0,0
1179,Daryl Banbury,5,This is a quality 64gb micro sd memory card. It does what it is supposed to do. I would recommend this to any one.,23-04-2013,594,0,0,0,0,0,0
1180,Daryl,5,"I purchased this for a Galaxy Tab 10.1 but didn't like it - I returned the tablet (and accidently left the memory card in it).  So this is the second one I've purchased, it is now in use in an ASUS T1000 tablet/notebook and I am entirely satisfied.",03-04-2014,249,0,0,0,0,0,0
1181,Daryl,5,"I bought this card because my 32GB Sandisk ultra stopped working in my Galaxy S3.  I tried formatting the card, but it didn't work.  When this card showed up, I read the warranty information, and the ultra series has a lifetime warranty! I emailed the company, and they sent me a shipping label to return the card, and my new on is on the way!  I highly recommend these cards!",05-02-2013,671,1,0,1,1,1,0.206549314
1182,dattaway,5,I found the write bandwidth of this card is 15MB/sec when transferring a steady stream dozens of gigabytes.  The included full sized sdcard adapter appears to be slightly faster than my USB adapter.  I tested by piping /dev/urandom through pv onto the card.  Read bandwidth appears to be 18.1 MB/sec.,06-09-2014,93,1,0,1,1,1,0.206549314
1183,Dave Carlson,5,"As expected, SanDisk delivered again with this card. Very fast transfers and a lot of data to use up. Bought it for a galaxy s 3 and it works great.",24-05-2013,563,0,0,0,0,0,0
1184,Dave C,5,"I love the 64GB capacity, and it is compatible with my devices.  I have one in Go Pro Hero3 and one in a Samsung Galaxy 7&#34; tablet.",20-02-2014,291,0,0,0,0,0,0
1185,"Dave CR ""Dave""",5,"I have this card in my Samsung Galaxy III.It has been in there now for about 8 months with no issues.Okay, it had one issue but that was the phone design itself. It would un-mount if the phone was moved around roughly. It seems to pop out very easy in the Samsung Galaxy phones. So I solved the problem by putting some electrical tape on it to hold it in. So far after 8 months it hasn't un-mounted.It will give you an ungodly amount of storage on this phone. If your wondering if your Samsung Phone will take this card - it will with no issues. It shows a total of 59.6 GB of available space once installed. A must have since most phones come with 8 GB of internal memory nowadays.",01-02-2014,310,0,0,0,0,0,0
1186,"Dave ""Dave""",5,"Bought for GoPro Hero3.  Slips in, works great, keeps up with camera.  Awesome and cheap. Great for smartphones as well!",16-01-2013,691,0,0,0,0,0,0
1187,"Dave ""Dave""",4,"Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",06-09-2014,93,0,0,0,0,0,0
1188,"Dave & Dessa ""Addictive""",3,Doesn't work in my s2 skyrocket but works in my Xoom. Odd but I have to suffer with it. Seems about the same as my class 4. Will not get sandisk again unless its tons cheaper. 1 was stolen by some tweakers which sucks,07-07-2014,154,0,0,0,0,0,0
1189,Dave Drury,5,"Bought both this and a similar Transcend Premium 300X 32 GB MicroSDHC Class 10 UHS for a couple of G1WH dash cams.  Both work well with the cameras.  The key is you need cards compliant with UHS 1 or better.  Look for the U with a 1 or a 3 inside it on the card for these cameras.  The Transcend is rated slightly faster but the cameras seem to like either equally well.  When I purchased this Transcend and the SanDisk were within pennies of each other, so aside from slight price and speed differences, there's not much to recommend one over the other.  And so long as you get at least a UHS 1 card, the same can be said for other manufacturers such as G.Skill, Kingston, or others.",06-12-2014,2,0,0,0,0,0,0
1190,"Dave Fowler ""fowlerne""",5,Bought this to add memory to my phone.  No problems installing and it works great.  Don't know if I could ask for anything more.,28-03-2013,620,0,0,0,0,0,0
1191,Dave,3,"Gave it 4 stars because I don't know if the problem is the card or the phone.  I have an intermittant problem where the phone stops recognizing it.  But it's fast, and holds a lot.  I would recommend it.Update:  Had intermittant issues with my phone (galaxy s3).  Finally gave up the ghost completely, computer won't recognize it at all.  I don't think I had any important data on it.  I would take it up with SanDisk, as another reviewer indicated that they replaced his over issues in his phone, but my computer can't even recognize it to wipe it so I'm not sending it anywhere.",05-03-2013,643,0,0,0,0,0,0
1192,Dave Junia Lum,5,"Bought it when the price was low. Excellent value. Good transfer speeds and worked on my phone, camera and other devices as well.",18-07-2013,508,0,0,0,0,0,0
1193,Dave P,5,I use these for local backup (I have 2 for redundancy). I've had no problems on any of my systems.,15-04-2013,602,0,0,0,0,0,0
1194,Dave S,5,Added it to my Samsung Note ll and now I have 80 gigs of storage. I have everything in there that was on my other phone and I have only used 5% of my capacity.,25-12-2012,713,0,0,0,0,0,0
1195,"Dave ""Sonic""",5,"Great card, great price...can't really beat SanDisk. The brand has never let me down and is well built.  I use this on a Mobius Action Camera and it works wonders.  It also has worked well on my GoPro Hero3+ Silver.",07-10-2014,62,0,0,0,0,0,0
1196,Dave Spangler,5,Quick initial test with multiple settings from 30p 1080 to 4K 15p recordings successful.Haven't done long recording field use in warm locations yet.,21-02-2014,290,0,0,0,0,0,0
1197,Dave Thelwell jr,5,"Very fast sd card, I really use it for emulators on the Nvidia Shield and it does the job right. I have no complaints everything is in order and i would recommend.",04-09-2014,95,0,0,0,0,0,0
1198,"Davey B. ""Gadget Geek""",5,"I bought this card because I have several devices that use microSD cards, but not all of them are compatible with the newer and higher-capacity SDXC standard. For SDHC memory cards, 32GB is the largest size available under that technology standard, so I went with this one from Sandisk. That way I didn't have to worry about compatibility issues with any of my devices. I've used Sandisk memory products for a number of years along with many other brands, and I've always had good results from them. I'm happy to say that my experience with this card echoes that of 5,000+ other Amazon users; it's been rock steady, reliable with larger file transfers (several 2GB+ movies at a time), and performed as quickly as I'd hoped for a Class 10 card in regards to its read/write times.Aside from the existing reviews and my previous experiences with Sandisk products, I also picked up this particular card due to its UHS-1 compliance. I don't currently have any UHS-1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. Standards and technology update so fast these days; any future-proofing a product can provide to extend its usable life is always appreciated.",21-11-2013,382,1,0,1,1,1,0.206549314
1199,daveyboy7,5,Works perfectly in my 738 Samsung. Phone is only USB 2 so I don't know if you really need such a fast mem chip. Can get a lot of stuff into 32 gb. I use for Movies for when I am on the train and don't want to waste my data streaming from the cloud.,28-04-2014,224,0,0,0,0,0,0
1200,David A. Thomas,4,"I got this for my Galaxy Note 3, as it accepts add on storage.  Works perfectly, and I use it to store all my music and files so I dont junk up the phones memory.",31-10-2013,403,0,0,0,0,0,0
1201,david bailey,5,"needed more room on the phone and I picked this card up. Popped it in and let the phone format it, works just fine. Specs say that this phone max out with 32 GB card but that's just not true.  Really glad I got this card, it's fast so when I am taking photo's in burst mode it moves every one.... Not missing out on photo's due to a slow card.",12-12-2012,726,1,0,1,1,1,0.206549314
1202,DavidB,5,SANDISK is a good brand for me and this just worked.  Cant really ask much more of it than that!,19-09-2013,445,0,0,0,0,0,0
1203,David B. Horvath,5,"I had problems using the chip in the reader built into my laptop. It seemed to only want to format up to 32Gb. When I plugged it into my phone, I could format at 64 Gb but then the laptop reader saw it as empty. When I used a USB reader, then the laptop could read it just fine.I was able to copy the 4Gb of data from my old microSD to this chip and have not had any problems with it yet.",26-07-2013,500,0,0,0,0,0,0
1204,David Crumpton,5,So far so good - boosts my table storage big time - now I can keep all my pics and music with me all the time - price and promptness was awesome,24-06-2013,532,0,0,0,0,0,0
1205,"David Cummings ""indian1301""",5,"I use this in my camera and it worked initially, but would periodically have it create a bad image file and none of the pictures I took further in that session would remain.  I went to the camera options, reformatted the card, and it's worked perfect ever since so far with over 1000 pictures.",17-08-2013,478,0,0,0,0,0,0
1206,"David ""Dave""",2,"This is called &#34;Class 10&#34;, so I ordered it, figuring it would have useable speed. I plugged it in to copy about 9GB of program installation files. I was totally dumbfounded that it took about 3 hours to copy those files onto this &#34;Ultra&#34; &#34;Class 10&#34; SDXC card. (9GB on my super-slow, super-cheap plastic school-kid USB thumb drive takes less than 10 minutes.) So then I tested it on various known computers with typical raw and JPG picture files. Read speeds ranged from 15-25MB/s, while write speeds ranged from 4-8MB/sec for big files, and below 1MB/sec for small files. This is what I would call largely unusable. VERY disappointing.",28-03-2013,620,0,0,0,0,0,0
1207,David Debaeremaeker,4,"This memory card is exactly as advertised.  Being Class 10 it is nice and fast.  This card has been in heavy use in my GPSr since I bought it, and I've had no issues with it.",30-11-2013,373,0,0,0,0,0,0
1208,David Dee,2,"I was very excited to add this memory card to my G2 and finally not have to worry about used up memory anymore. This was short lived however as maybe a few months had passed when the memory card refused to write anymore data. I tried formatting it (never could wipe it), using it in a thumb drive reader kwpould not delete data), all to no avail. Luckily the data I had on it was still salvageable.",13-08-2013,482,0,0,0,0,0,0
1209,David D. Gali II,5,"Hey, it's memory. Everybody needs it, and you can never have enough.And, as I'm always losing my memory, I have to keep plenty on hand and stashed away for a rainy day.",22-09-2013,442,0,0,0,0,0,0
1210,David Drager,5,I bought this for my GoPro camera and it works amazingly. No more lag and space for 1.5h of recording in the High ress. quality (not 4k) If you have a GoPro and need a memory card. Use this one.,30-12-2013,343,0,0,0,0,0,0
1211,"David D. Ruybal ""D. Ruybal""",5,"I needed more space for media on my Venue, and this card works perfectly. Reads and writes very fast and holds lots of movies to watch when travelling.",30-12-2013,343,0,0,0,0,0,0
1212,David,5,got it on time in a simple but secure packaging. inserted it and worked without issues. comes in a clear plastic case with an SD adapter. the is the typical SD case size.the sale price of $16 and change was great as well.love it!,14-12-2013,359,0,0,0,0,0,0
1213,David,4,It's a good capacity but the speed is slow that is almost 10M...but it's acceptable to me. I like it.,21-10-2013,413,0,0,0,0,0,0
1214,David,5,"Put most of my music and Many movies on it and tons of room for more. Awesome and well priced, at the time of my purchase anyhow.",30-01-2013,677,0,0,0,0,0,0
1215,David,5,"This was a great price for this card, and they are not cheap made. Save several $$$ buying form Amazon, the local stores was a lot higher...",06-05-2014,216,0,0,0,0,0,0
1216,David,5,"Use it in Galaxy s3, note 8.0 and note 10.1. Never had a problem. I'll continue to buy these when I get new devices. Never tried a 64g one. Might.",18-12-2013,355,0,0,0,0,0,0
1217,David,5,"Using this in my galaxy note 2, works great for movies, music and apps, with no issues what so ever.",23-01-2013,684,0,0,0,0,0,0
1218,David,4,"Works on my Samsung Galaxy Note 3, but I don't really stress these kinds of things.  I have had no problems.  Have not checked it for heat or any such thing.",18-03-2014,265,0,0,0,0,0,0
1219,David,5,Phone recognized immediately and it is as fast as they claim.Picture taking used to be painfully slow. It is as fast as I am taking pictures.I put it in my Galaxy Note II.,17-02-2013,659,1,0,1,1,1,0.206549314
1220,David,5,"When you buy a memory card, what are you looking for? Additional storage, higher transfer rates, and good prices.  This card is often on Amazon's lightning deals and this is the second one I purchased! I use it in my Nokia 808, which is my phone and camera.  Storing 41MP photos needs a speedy drive, and this one really works wonders!  The additional space is also great for storage! The second one I bought for my laptop, it just stays in there in lieu of an SSD because my laptop only has an 80gb internal drive.  If it were possible, I would definitely install Windows to it, but this laptop will not boot from a memory card.Bottom Line:Need Space? Problem solved, 64gb is currently the max you can get.Need faster transfer rates? For a MICROsd card, it's about as fast as you can get (and if you can get faster, it'll cost a LOT more)Cost? Well, wait for a Lightning deal if it's too much, but the current price really is not bad.5 Stars.Additionally, the SD adapter works perfectly! Including the little lock switch to make it read only if you want.",24-11-2012,744,1,0,1,1,1,0.206549314
1221,David,5,"Worked perfect, understandable that only 59gb is usable as this is the case with all memory items I have ever dealth with.",12-12-2013,361,1,0,1,1,1,0.206549314
1222,"David ""here.david""",5,You do need to have  the right equipment to use as very few can access these.  Only newer and equipment that CLEARLY STATE can use these will work so be aware.,29-04-2013,588,0,0,0,0,0,0
1223,"David Hocutt ""Tech GERD""",5,"SanDisk is a very reliable name in storage.  This Micro SD card is no exception.  Lots of storage at a good price, this is a must for tablets and cell phones with limited on-board memory.",03-06-2014,188,0,0,0,0,0,0
1224,"David Holmes ""Dave""",5,As advertised. Good write and read speeds and works well with new Microsoft surface. Only complaint is there was a significant price drop after I purchased this card. But that's not amazons fault nor the product.,30-11-2012,738,0,0,0,0,0,0
1225,David Jashi,5,"...then Class 6 cards on Samsung Galaxy Note. With Class 6 cards I had some minor speed issues, but with this one they are gone.",11-10-2012,788,0,0,0,0,0,0
1226,David Johnson,5,My Headline says it ALL!  How can U go wrong?  & the price was better that what I was looking for.  If U have read any of my past reviews I hope that they have helped of u're on the fence about a pending purchase or have nothing to base a decision on.,26-10-2013,408,0,0,0,0,0,0
1227,"David J. Thompson ""Shop Geek""",5,Excellent card. It is currently installed in my Samsung GS3 and works flawlessly. Highly recommended but make sure your phone/device will handle the size; some don't like cards &#62; 16GB.,12-11-2013,391,0,0,0,0,0,0
1228,David Knisley,5,This was the necessary addition to the GoPro mini HD camera.  Very pleased with the service and what was advertised.  Will be a repeat customer for sure as I look forward to adding to my video & photography collection of accessories.,01-04-2014,251,0,0,0,0,0,0
1229,"davidlewis7 ""davidlewis7""",5,"This MicroSD serves the purpose in every way. If I need another, I will certainly buy another one of these.",19-05-2014,203,0,0,0,0,0,0
1230,"David L. Simmons ""dlsimm""",5,A fantastic discount and remarkable value for a name brand product that would cost three times the amount that I paid,02-04-2013,615,0,0,0,0,0,0
1231,David M. Arrington,5,super fast transfer speed. very very impressed with the price as well. I'll be getting another no doubt. Two Words.,18-04-2013,599,0,0,0,0,0,0
1232,David Maxey,5,"I have been waiting for these microSDs to not only reach 64GB capacity, but at an affordable price.  Found it!  The package arrived early, worked as advertised, so I am a happy customer.",30-11-2012,738,0,0,0,0,0,0
1233,David McCleary,5,what can I say it's a memory card okay it is fast and compatible good quality perfect perfect perfect perfect,03-09-2014,96,0,0,0,0,0,0
1234,David McCutcheon,5,I have always had good luck with sandisk memory cards. This one is no exception. Fast works great in my Galaxy S4 and never a problem with any I have purchased.,22-10-2013,412,0,0,0,0,0,0
1235,"David O. Brown ""David O. Brown""",2,"It took 6 days for me to get 2 of these cards when I made the order early in the morning-normally that'll get my product to me the next evening. Not SIX DAYS LATER!Be warned, this was the slowest shipping I've had for my Paid Prime Account since I started. If you need these cards quickly, buy from a different seller.",23-10-2013,411,0,2,2,-2,0,0
1236,David Omalley,5,"this class 10 Micro SD card has worked flawlessly,  the adapter has also worked well, but the parts are so small it can sometimes be hard to handle.  worked great overall.  good performance.",17-02-2014,294,0,0,0,0,0,0
1237,David Osahon,4,"The first one i received died in less than 2 months. It just stopped reading (lost all that was on the card), but Sandisk customer service was excellent and replaced it. Not so enthused about the speed. Transfers between phone and PC (USB 2.0) weren't impressive in my opinion, slow, but the bottleneck could be the phone, but still...",23-12-2012,715,0,0,0,0,0,0
1238,David P.,1,"This card no longer is readable by three different phones after only six months of very light usage (very few pictures had been saved to the card), where it was never taken in or out of the phone before it showed signs of dying (thus the death was not caused by excessive handling of the card).",12-12-2012,726,0,0,0,0,0,0
1239,DAVID R HARVILLE,5,"Has worked fine, had no problems but I decided to move up to 64 Gig and ordered one. I moved this one to a USB drive I have.",08-02-2013,668,0,0,0,0,0,0
1240,David Rios,5,"I bought this card when I got my Note 2 back in October, it is perfect and fast.  No problems in any way and fully compatible with my device.UPDATE 1/15/14: I bought a second card for my Note 3 and it it excellent.  The frustration free packaging was much appreciated from the other packing last year.  My first original card got corrupted when I put it in an old feature phone but I am confident it had nothing to do with the card in any way.  I have tested these cards with the Galaxy Note 2, Note 3, Note 10.1 2014 and Tab 3 7"" and they all read the card no problem.  I have been extremely satisfied so far.",04-03-2013,644,0,0,0,0,0,0
1241,davidst95,4,I was able to use this microSD card with my Samsung Galaxy S3.  I just had to format it when it was in the phone.  The only reason not a 5 star is that it's not as fast as the more expensive versions.,10-05-2012,942,0,0,0,0,0,0
1242,"David S. Winokur ""Photographer, Luthier""",5,"Got this for my phone. At first it wouldn't work, but the new version of Android was able to format the card so both my phone and computer can use it. I was able to load my sizable music collection and a bunch of books on the card, put it in my phone and use it immediately.",22-11-2012,746,2,0,2,2,1,0.342380228
1243,"David Traver Adolphus ""Debonair man-about-town""",5,"As per other's instructions, I inserted it in a powered-off phone and let the phone format it (automatic, after a yes/no dialog). I removed it from the phone and copied  my old card onto it through a card reader on the PC (plus about 20 movies) and everything is working perfectly. Speeds seem outstanding; certainly, copying a 3GB HD movie I copied from my Blu-Ray disc took only a few minutes, even over USB 2.0.",29-10-2012,770,0,0,0,0,0,0
1244,David Trawick,5,Great price for the product. Class 10....good name brand. Way cheaper than at the wireless atore. With lifetime warranty. Too.,15-05-2014,207,0,0,0,0,0,0
1245,David W Bradford,5,Works great and is very fast.,26-06-2014,165,0,0,0,0,0,0
1246,David Wilson,5,"I recently upgraded from a nearly three-year-old HTC Windows Phone to a Samsung Galaxy S4 and decided to give it a huge memory boost. This card filled the bill perfectly. Add a good file manager to your App collection so you can use it effectively. Recommended.As an aside, I would have upgraded to another Windows Phone if WP8 permitted number blocking for nuisance callers. But it doesn't, so they lost me to Android.",16-09-2013,448,0,0,0,0,0,0
1247,Davivascaino,1,This is a piece of crap. This is my 3rd card in 3 months. This is ridiculous.Do not buy this crap,03-10-2013,431,1,1,2,0,0.5,0.094531206
1248,Dawn,5,"I picked this SD card to add some more memory to my phone. This works great and transfers data quickly. If you are in the market for a new SD card, I highly advise you to buy this one.",19-09-2013,445,0,0,0,0,0,0
1249,Dawn,1,"Although Amazon claim it is a C10 ultra fast Memory Card, it actually has much slower write speed than other C10 microSD card (it only scores about 60% of the normal speed). For example, I have tested it against my old Maxell C10 HC microSD card. The test was done by writing the same 3035MB random data from DRAM to empty microSD card through a USB3 card reader. The resulting time was the average value from 3 tests of each device:SanDisk Ultra 32GB C10/UHS1: 5m50.816s means 8.7MB/sMaxell C10 HC: 3m38.787s means 13.9MB/sThe speed is completely unacceptable for a Class-10 claim (13% lower than 10MB/s, the lowest boundary of Class-10 device), even the over-advertisement of SD card speeds are common (claiming 30MB/s for actual 12-15MB/s). It is almost a scam. Some Class-6 card will beat this ""Class-10"" card.",12-10-2013,422,1,0,1,1,1,0.206549314
1250,Dawn of Poets,5,It works and will give me much more room for music on my samsung galaxy s4!! I will also be able to use this on future phones which is another plus!,04-03-2014,279,0,0,0,0,0,0
1251,Dayne Putnam,5,"Works great with both models of DashCam I purchased.The Blackvue Dr400G-HD and DR500GW-HD.32GB works wonders for a constantly on dash cam,",18-02-2013,658,0,0,0,0,0,0
1252,D. Babin,5,I had issues getting other cards to be recognized by the Nvidia Shield. No issues with this one. Read and write speeds seem good and am happy with this card so far.,31-12-2013,342,0,0,0,0,0,0
1253,DB BluBlock Productions,5,I use this in my HTC and it works like a champ.  Perfect for high definition videos and music for any smart phone.  Transfer rate is impressive and the price is right where it should be..,26-01-2013,681,0,0,0,0,0,0
1254,"DBChas ""DBChas""",4,"Works fine, as SanDisk usually does. I know there's a lot of discussion about transfer rates and so forth, but I'm fine if the rate isn't so fast or slow. I really don't care, long as it holds and keeps the data until I can transfer it. All these cards seem to me to be about the same. SanDisk is the big name and so I usually stick with it. But I have other makes that are just as good.",18-12-2013,355,0,0,0,0,0,0
1255,"DB ""DB""",5,Shipped fast.  Works in my camera..  Does store video much faster than my older memory card.  For the price it is a good deal.,11-12-2013,362,0,0,0,0,0,0
1256,D. Berkowitz,5,"I havent done speed tests, but this sits in my tablet and lets me store music with easy. It is fast enough to stream HD video from.",05-02-2014,306,0,0,0,0,0,0
1257,D. Blackman,4,"No complaints matched description, was delivered on time and works well. Would easily recommend this to anyone looking to memory for their mobile device etc",25-10-2013,409,0,0,0,0,0,0
1258,"D. Brletich ""db""",5,Works as advertised for my Samsung GN2 Smartphone.  Got one for my dad's Samsung GS3 too.  Sandisk is simply the most reliable hi-cap micro SD flash memory out there.,19-03-2014,264,1,0,1,1,1,0.206549314
1259,D. Burke,4,"I had the card about 3 months in my Galaxy S 4 and then it suddenly went into a read only mode. All the data was still there and I was able to copy it all from the card but could not write or format the card. I searched the internet high and low for a solution and then finally contacted Sandisk support. After explaining my problem, they said it will need to be replaced and it would be covered under warranty. The replacement process took about two weeks, they paid for return shipping. I now have the 2nd card and have had it running for about 2 weeks now.We'll see if I just happened to get a bad one or if they all are of questionable quality.",29-08-2013,466,0,0,0,0,0,0
1260,dca74,5,"Very good for information or Photo storage in a small device, I have 2 so far for different computers and is great.",13-03-2014,270,0,0,0,0,0,0
1261,D. Cahill,4,I wanted some extra space in my new mobile device so I chose this SanDisk microSD card.  The card has worked perfect so far in my HTC One M8 for several weeks so far.  The performance of copying files from my computer over to the phone is adequate.  The performance is likely limited by the phone's USB 2.0 interface so I haven't done any tests with the card connected up to a dedicated SD card reader.,05-05-2014,217,2,0,2,2,1,0.342380228
1262,"DC ""David Ceremuga""",5,exactly as described and works GREAT on our Surface Pro's.  Excellent product!  Have never lost any data on one.  TARDIS,18-05-2014,204,0,0,0,0,0,0
1263,D. Clark,4,"Good size card and a great price. My only complaint is with the adapter card. The little lip on the end of the micro card is almost nonexistent and the adapter card slot is very, very tight. The only way I could get the micro card out was with needle nose pliers. Had to take a utility knife to the opening of the adapter card so I could actually slide it in an out with ease.",01-01-2013,706,0,0,0,0,0,0
1264,DCLW,5,Works great in the phone and it had no issues installing it.Great price and works well for the price,17-07-2013,509,0,0,0,0,0,0
1265,DCM,5,Received undamaged in protective package within delivery schedule of provided estimate.  Provided adapter not used.  Memory Card inserted in Garmin 5000 series GPS.  Fit good.  Works good. Did not test actual card speed.,01-01-2014,341,0,0,0,0,0,0
1266,D. Combellick,5,"This is a little gray square, with one corner missing.  It holds just short of 32gb of data, and transfers it at just short of 30MB/s, as expected.  I use in in my cameras, which is what it's designed for, and it works as designed.",14-12-2013,359,0,0,0,0,0,0
1267,D. Corbishley,5,I've had Zune music players and with this memory card I could copy all of my CD library and play from my Samsung Galaxy 4.  I forget how many CDs but at least 400 and thousands of songs.  Beats paying network charges and I can move them to my next phone by just moving the card/,27-12-2013,346,0,0,0,0,0,0
1268,D. Craig,5,Very simple to format and use.  Excellent storage.  Buy it along with a 3.0 compatible USB  microcard adapter for downloading to 3.0 capable computer.  Makes for very fast and hassle free transfer of your pictures.,13-01-2014,329,0,0,0,0,0,0
1269,D. Crider,5,"I bought this because I was having problems with other MicroSD cards not working in my Surface RT.  I plugged this in, and it worked fine.  I haven't done a full test on performance, but it appears to work at the expected speed.",07-10-2013,427,0,0,0,0,0,0
1270,D Crouch,5,I bought this for my son's Samsung Galaxy MP3 player(an Android -Version 2.3 Gingerbread device) to replace a class 4 8GB. He was thrilled with the noticeable difference in performance in the device.,31-01-2013,676,0,0,0,0,0,0
1271,"D.De Stef ""Mxrider""",1,"I bought two cards for tablets.  The first wouldn't format, so I bought another GSkill Class 10. The second worked, but only for 3-5 minutes. Then error, or freeze.  I thought it may have been the tablets.  However, the Gskill worked in both.....So I called Amazon.  The customer service was excellent.  There ""may"" have been a problem with one of their vendors......They shipped out two new cards with Saturday delivery.  It was ""implied"" through lengthy conversation with the Amazon Agent, that there were numerous problems with a particular company/vendor.Lesson:  Do NOT Hesitate To Call And Return if you get a card that seems to have ANY troubles out of the pack.I was surprised that my initial review was removed  from Amazon....So I am leaving another about the return.  II tried everything to fix these cards: fat32 ntfs and the newest exFat.....  There are definitely some damaged cards out there so be wary, and do not hesitate to call customer service!",01-08-2013,494,0,0,0,0,0,0
1272,DD,4,I am using this in my Samsung galaxy smart phone and I did not find any issue. easy to access,19-12-2013,354,0,0,0,0,0,0
1273,"D ""D""",5,I recently upgrade my cellphone to the Samsung Galaxy Note II super phone and needed/wanted a larger memory card.  This unit is much better than I could've every ask for with it performance and reliability.,12-08-2012,848,0,0,0,0,0,0
1274,"D. Diderot ""My life as a person can best be e...",5,"This speedy high capacity memory augmentation recalls more than my 27 years in school. Great price, excellent product. Expect no complaints from your purchase.",05-04-2014,247,0,0,0,0,0,0
1275,D. Dolph,5,"My gf wanted music on here phone so I got her this, she hasnt put any music on her phone yet so I cant say how well or not this works, but the phone recognized it and its been sitting in there for a couple months now.",04-09-2014,95,0,0,0,0,0,0
1276,"DD Stubbs ""Dakina""",5,"Love this chip,... bought this for my Samsung S4, it works well and fast.... No issues with it, so I bought one for my mom....",23-07-2013,503,0,0,0,0,0,0
1277,Dean F,5,Great item. Runs a lot faster then the cheap ones and still a really good price. Worth the extra money,11-02-2012,1031,0,0,0,0,0,0
1278,Dean Sensui,5,These work great in a GoPro Hero 3+ Black.,07-10-2014,62,0,0,0,0,0,0
1279,Deasy,4,"The memory card runs smooth, and is as it says, class 10. The card also comes at a very good price.",20-06-2013,536,0,0,0,0,0,0
